rental_id,product_id,customer_id,rental_start,rental_due,rental_returned,daily_rate_eur,deposit_eur,days_held,total_charged,status
1254,1271,411,2024-05-24,2024-06-10,2024-06-08,2.85,122.25,15,42.75,returned
1255,1737,768,2024-05-13,2024-05-17,2024-05-18,33.15,1183.75,5,173.25,returned
1256,446,551,2024-05-26,2024-06-03,2024-06-01,9.57,478.5,6,57.42,returned
1257,446,313,2024-06-02,2024-06-07,2024-06-17,9.57,478.5,15,193.55,returned
1258,446,88,2024-06-18,2024-06-21,2024-06-21,9.57,478.5,3,28.71,returned
1259,864,79,2024-05-13,2024-06-06,2024-06-04,4.16,260.0,22,91.52,returned
1260,1142,541,2024-05-08,2024-05-13,2024-05-11,21.06,972.0,3,63.18,returned
1261,787,739,2024-05-24,2024-06-02,2024-06-01,5.74,358.75,8,45.92,returned
1262,215,636,2024-05-28,2024-06-21,2024-06-20,3.33,185.0,23,76.59,returned
1263,215,459,2024-06-21,2024-07-06,2024-07-15,3.33,185.0,24,147.42,returned
1264,1192,786,2024-05-07,2024-05-20,2024-05-18,11.38,525.0,11,125.18,returned
1265,1192,118,2024-05-28,2024-06-06,2024-06-06,11.38,525.0,9,102.42,returned
1266,1766,476,2024-05-19,2024-05-20,2024-05-20,10.75,383.75,1,10.75,returned
1267,1366,398,2024-05-04,2024-05-25,2024-05-24,1.24,53.25,20,24.8,returned
1268,1179,231,2024-05-13,2024-05-19,2024-05-17,16.64,768.0,4,66.56,returned
1269,1179,388,2024-05-19,2024-05-22,2024-05-26,16.64,768.0,7,136.48,returned
1270,546,383,2024-05-05,2024-05-19,2024-06-02,3.66,133.0,28,207.48,returned
1271,296,472,2024-05-16,2024-05-19,,9.99,499.5,90,2115.0,not_returned
1272,1402,752,2024-05-09,2024-06-05,2024-06-14,2.03,87.0,36,100.08,returned
1273,1799,507,2024-05-13,2024-05-16,2024-05-16,27.05,966.25,3,81.15,returned
1274,626,791,2024-05-07,2024-05-14,2024-05-12,1.51,55.0,5,7.55,returned
1275,626,435,2024-05-27,2024-05-28,,1.51,55.0,90,950.0,not_returned
1276,375,451,2024-05-12,2024-05-15,2024-05-14,3.84,192.0,2,7.68,returned
1277,98,103,2024-05-04,2024-05-22,2024-05-22,3.53,196.25,18,63.54,returned
1278,955,522,2024-05-28,2024-06-20,2024-06-18,10.06,628.75,21,211.26,returned
1279,1476,473,2024-05-02,2024-05-13,2024-05-12,0.12,6.0,10,1.2,returned
1280,1476,159,2024-05-27,2024-06-07,,0.12,6.0,90,490.0,not_returned
1281,1035,709,2024-05-05,2024-05-11,2024-05-10,15.37,709.5,5,76.85,returned
1282,423,375,2024-05-12,2024-05-16,2024-05-14,1.05,52.5,2,2.1,returned
1283,423,432,2024-05-15,2024-05-22,2024-05-20,1.05,52.5,5,5.25,returned
1284,718,6,2024-05-13,2024-05-28,2024-05-28,2.92,182.5,15,43.8,returned
1285,1746,766,2024-05-20,2024-05-22,2024-05-22,28.42,1015.0,2,56.84,returned
1286,747,360,2024-05-08,2024-05-17,2024-05-17,5.26,328.75,9,47.34,returned
1287,777,629,2024-05-06,2024-06-02,2024-06-02,2.06,128.75,27,55.62,returned
1288,1156,184,2024-05-04,2024-05-14,2024-05-12,11.08,511.5,8,88.64,returned
1289,882,209,2024-05-23,2024-06-23,2024-06-29,11.06,691.25,37,454.22,returned
1290,1630,290,2024-05-18,2024-06-05,2024-06-18,1.08,54.0,31,98.48,returned
1291,631,187,2024-05-28,2024-06-04,2024-06-02,2.86,104.0,5,14.3,returned
1292,729,145,2024-05-28,2024-06-13,2024-06-13,9.02,563.75,16,144.32,returned
1293,729,399,2024-06-14,2024-07-02,2024-06-30,9.02,563.75,16,144.32,returned
1294,737,28,2024-05-05,2024-05-24,2024-05-22,3.62,226.25,17,61.54,returned
1295,904,256,2024-05-10,2024-05-27,2024-05-27,10.2,637.5,17,173.4,returned
1296,320,769,2024-05-22,2024-05-27,2024-05-27,10.11,505.5,5,50.55,returned
1297,609,644,2024-05-10,2024-05-13,2024-05-11,1.51,55.0,1,1.51,returned
1298,929,681,2024-05-24,2024-06-10,2024-06-10,5.86,366.25,17,99.62,returned
1299,1620,604,2024-05-04,2024-05-26,2024-06-02,0.41,20.25,29,46.89,returned
1300,978,103,2024-05-24,2024-06-14,2024-06-13,8.66,541.25,20,173.2,returned
1301,1711,592,2024-05-21,2024-05-24,2024-05-23,16.34,583.75,2,32.68,returned
1302,898,187,2024-05-16,2024-06-09,,2.16,135.0,90,1215.0,not_returned
1303,407,392,2024-05-09,2024-05-14,2024-05-12,4.41,220.5,3,13.23,returned
1304,976,468,2024-05-25,2024-06-20,2024-06-20,6.56,410.0,26,170.56,returned
1305,1808,194,2024-05-28,2024-05-30,2024-05-30,3.71,132.5,2,7.42,returned
1306,639,770,2024-05-09,2024-05-20,2024-05-19,3.52,128.0,10,35.2,returned
1307,207,491,2024-05-13,2024-05-28,2024-05-28,10.8,600.0,15,162.0,returned
1308,847,149,2024-05-16,2024-06-06,2024-06-04,7.92,495.0,19,150.48,returned
1309,847,140,2024-06-05,2024-06-27,2024-06-25,7.92,495.0,20,158.4,returned
1310,205,125,2024-05-19,2024-06-03,2024-06-01,2.77,153.75,13,36.01,returned
1311,205,744,2024-06-02,2024-06-17,2024-06-16,2.77,153.75,14,38.78,returned
1312,825,594,2024-05-25,2024-06-22,2024-06-21,5.42,338.75,27,146.34,returned
1313,1021,562,2024-05-15,2024-05-21,2024-05-21,6.4,295.5,6,38.4,returned
1314,121,504,2024-05-04,2024-05-18,2024-05-16,8.05,447.5,12,96.6,returned
1315,1635,583,2024-06-06,2024-06-20,2024-06-19,0.53,26.25,13,6.89,returned
1316,1145,239,2024-06-14,2024-06-16,,12.74,588.0,90,2410.0,not_returned
1317,601,609,2024-06-08,2024-06-20,2024-06-20,2.45,89.0,12,29.4,returned
1318,601,261,2024-06-21,2024-06-25,2024-07-07,2.45,89.0,16,129.2,returned
1319,4,583,2024-06-16,2024-06-26,2024-06-24,6.82,378.75,8,54.56,returned
1320,722,402,2024-06-06,2024-07-05,2024-07-06,11.14,696.25,30,341.7,returned
1321,1129,629,2024-06-26,2024-07-08,2024-07-07,5.17,238.5,11,56.87,returned
1322,810,730,2024-06-23,2024-07-11,2024-07-09,8.52,532.5,16,136.32,returned
1323,1154,758,2024-06-08,2024-06-20,2024-06-18,20.86,963.0,10,208.6,returned
1324,225,350,2024-06-10,2024-06-20,2024-06-19,5.6,311.25,9,50.4,returned
1325,1429,87,2024-06-13,2024-06-30,2024-06-28,1.73,74.25,15,25.95,returned
1326,582,97,2024-06-22,2024-06-30,2024-06-28,2.78,101.0,6,16.68,returned
1327,1222,108,2024-06-05,2024-06-24,2024-06-24,0.91,39.0,19,17.29,returned
1328,637,187,2024-06-11,2024-06-25,2024-06-25,2.58,94.0,14,36.12,returned
1329,1470,621,2024-06-23,2024-07-07,2024-07-05,1.11,55.5,12,13.32,returned
1330,827,28,2024-06-10,2024-07-04,2024-07-03,4.7,293.75,23,108.1,returned
1331,827,263,2024-07-04,2024-07-25,2024-07-25,4.7,293.75,21,98.7,returned
1332,1290,63,2024-06-25,2024-08-05,2024-08-04,1.1,47.25,40,44.0,returned
1333,985,57,2024-06-14,2024-06-21,2024-06-21,18.3,844.5,7,128.1,returned
1334,700,659,2024-06-28,2024-07-20,2024-07-18,6.7,418.75,20,134.0,returned
1335,1842,764,2024-06-25,2024-06-27,2024-06-26,11.79,421.25,1,11.79,returned
1336,1751,209,2024-06-03,2024-06-06,2024-06-04,25.3,903.75,1,25.3,returned
1337,1363,348,2024-06-15,2024-07-16,2024-07-14,1.77,75.75,29,51.33,returned
1338,1806,242,2024-06-21,2024-06-25,2024-06-23,6.16,220.0,2,12.32,returned
1339,1806,729,2024-06-24,2024-06-25,2024-06-25,6.16,220.0,1,6.16,returned
1340,1495,290,2024-06-13,2024-06-28,2024-06-26,0.54,27.0,13,7.02,returned
1341,1070,726,2024-06-19,2024-06-27,2024-06-26,16.05,741.0,7,112.35,returned
1342,90,348,2024-06-19,2024-06-30,,2.41,133.75,90,1210.0,not_returned
1343,1431,730,2024-06-16,2024-07-10,2024-07-08,1.33,57.0,22,29.26,returned
1344,578,667,2024-06-16,2024-06-21,2024-06-19,2.64,96.0,3,7.92,returned
1345,1079,397,2024-06-26,2024-07-02,2024-07-02,17.16,792.0,6,102.96,returned
1346,1579,584,2024-06-01,2024-06-09,2024-06-11,0.56,27.75,10,15.6,returned
1347,315,599,2024-06-06,2024-06-11,2024-06-10,9.15,457.5,4,36.6,returned
1348,1289,96,2024-06-20,2024-08-16,2024-08-16,2.24,96.0,57,127.68,returned
1349,1059,362,2024-06-11,2024-06-13,2024-06-12,11.7,540.0,1,11.7,returned
1350,732,402,2024-06-09,2024-07-04,2024-07-17,7.7,481.25,38,390.1,returned
1351,321,288,2024-06-02,2024-06-08,2024-06-07,5.55,277.5,5,27.75,returned
1352,117,416,2024-06-21,2024-07-08,2024-07-06,4.84,268.75,15,72.6,returned
1353,1685,87,2024-06-17,2024-06-30,2024-06-28,0.66,33.0,11,7.26,returned
1354,891,18,2024-06-12,2024-07-09,2024-07-08,9.68,605.0,26,251.68,returned
1355,280,759,2024-06-06,2024-06-16,2024-06-15,5.22,290.0,9,46.98,returned
1356,1035,294,2024-06-21,2024-06-30,2024-06-28,15.37,709.5,7,107.59,returned
1357,916,611,2024-06-13,2024-07-09,2024-07-07,6.86,428.75,24,164.64,returned
1358,569,708,2024-06-20,2024-07-03,2024-07-01,2.8,102.0,11,30.8,returned
1359,476,741,2024-06-02,2024-06-14,,3.52,128.0,90,1315.0,not_returned
1360,261,513,2024-06-12,2024-06-23,2024-06-23,9.74,541.25,11,107.14,returned
1361,1674,666,2024-06-05,2024-06-14,2024-06-14,0.73,36.75,9,6.57,returned
1362,157,12,2024-06-28,2024-07-11,2024-07-15,10.91,606.25,17,215.47,returned
1363,1679,483,2024-06-08,2024-06-15,2024-06-14,0.9,45.0,6,5.4,returned
1364,1219,741,2024-06-22,2024-07-22,2024-07-21,2.42,103.5,29,70.18,returned
1365,1066,456,2024-06-07,2024-06-12,2024-06-10,4.88,225.0,3,14.64,returned
1366,834,668,2024-06-05,2024-07-01,2024-06-30,5.98,373.75,25,149.5,returned
1367,73,778,2024-06-16,2024-07-01,2024-07-01,5.38,298.75,15,80.7,returned
1368,73,333,2024-07-02,2024-07-11,2024-07-09,5.38,298.75,7,37.66,returned
1369,1661,160,2024-06-20,2024-06-27,2024-06-27,0.81,40.5,7,5.67,returned
1370,1456,638,2024-06-16,2024-07-01,2024-06-29,0.49,21.0,13,6.37,returned
1371,1315,774,2024-06-28,2024-07-25,2024-07-24,2.89,123.75,26,75.14,returned
1372,1272,65,2024-06-20,2024-08-07,2024-08-06,2.22,95.25,47,104.34,returned
1373,1481,321,2024-06-23,2024-07-05,,0.66,33.0,90,670.0,not_returned
1374,1873,300,2024-06-20,2024-06-23,2024-07-07,20.16,720.0,17,447.72,returned
1375,1126,412,2024-06-16,2024-06-23,2024-06-21,16.84,777.0,5,84.2,returned
1376,1712,401,2024-06-06,2024-06-10,2024-06-10,32.73,1168.75,4,130.92,returned
1377,165,504,2024-06-14,2024-07-01,2024-07-01,2.83,157.5,17,48.11,returned
1378,1800,595,2024-06-24,2024-06-26,2024-06-26,10.04,358.75,2,20.08,returned
1379,26,453,2024-06-07,2024-06-22,2024-06-20,8.68,482.5,13,112.84,returned
1380,26,156,2024-06-21,2024-07-01,2024-07-07,8.68,482.5,16,183.88,returned
1381,1172,363,2024-06-24,2024-07-01,2024-06-30,4.32,199.5,6,25.92,returned
1382,1220,580,2024-06-15,2024-07-14,2024-07-13,1.77,75.75,28,49.56,returned
1383,404,514,2024-06-22,2024-06-24,2024-06-23,2.28,114.0,1,2.28,returned
1384,862,572,2024-06-26,2024-07-14,2024-07-13,2.54,158.75,17,43.18,returned
1385,420,591,2024-06-24,2024-06-27,2024-06-25,9.36,468.0,1,9.36,returned
1386,873,68,2024-06-03,2024-06-24,2024-06-22,7.76,485.0,19,147.44,returned
1387,183,347,2024-06-20,2024-07-01,2024-06-30,4.75,263.75,10,47.5,returned
1388,1121,558,2024-06-04,2024-06-09,2024-06-16,21.32,984.0,12,290.84,returned
1389,349,682,2024-06-15,2024-06-19,2024-06-17,8.61,430.5,2,17.22,returned
1390,1094,247,2024-06-08,2024-06-16,2024-06-16,22.65,1045.5,8,181.2,returned
1391,1094,198,2024-06-17,2024-06-27,2024-06-26,22.65,1045.5,9,203.85,returned
1392,1094,695,2024-06-27,2024-07-03,2024-07-03,22.65,1045.5,6,135.9,returned
1393,1527,677,2024-06-13,2024-07-03,2024-07-03,0.24,12.0,20,4.8,returned
1394,185,137,2024-06-04,2024-06-26,2024-06-27,11.18,621.25,23,264.64,returned
1395,1523,598,2024-06-03,2024-06-14,2024-06-14,0.18,9.0,11,1.98,returned
1396,1720,12,2024-06-28,2024-07-01,2024-06-29,32.09,1146.25,1,32.09,returned
1397,70,165,2024-06-02,2024-06-17,2024-07-01,4.21,233.75,29,227.09,returned
1398,70,703,2024-07-02,2024-07-09,2024-07-07,4.21,233.75,5,21.05,returned
1399,1792,513,2024-06-25,2024-06-27,2024-07-10,14.11,503.75,15,309.15,returned
1400,1432,117,2024-06-23,2024-07-09,2024-07-07,1.4,60.0,14,19.6,returned
1401,717,365,2024-06-21,2024-07-07,2024-07-06,11.84,740.0,15,177.6,returned
1402,717,297,2024-07-07,2024-07-28,2024-07-26,11.84,740.0,19,224.96,returned
1403,717,543,2024-07-27,2024-08-12,2024-08-18,11.84,740.0,22,305.48,returned
1404,69,349,2024-07-13,2024-07-31,2024-07-30,9.4,522.5,17,159.8,returned
1405,69,152,2024-07-31,2024-08-19,2024-08-17,9.4,522.5,17,159.8,returned
1406,1044,443,2024-07-23,2024-07-28,2024-08-05,10.04,463.5,13,170.52,returned
1407,1777,136,2024-07-20,2024-07-22,2024-07-21,34.41,1228.75,1,34.41,returned
1408,541,575,2024-07-06,2024-07-12,,3.66,133.0,90,1340.0,not_returned
1409,561,637,2024-07-01,2024-07-13,2024-07-13,1.54,56.0,12,18.48,returned
1410,803,632,2024-07-07,2024-07-27,2024-08-10,10.1,631.25,34,448.4,returned
1411,1406,456,2024-07-05,2024-07-29,2024-07-27,3.1,132.75,22,68.2,returned
1412,614,242,2024-07-27,2024-08-14,2024-08-14,2.61,95.0,18,46.98,returned
1413,313,597,2024-07-08,2024-07-14,2024-07-12,11.31,565.5,4,45.24,returned
1414,712,631,2024-07-12,2024-07-26,2024-07-26,3.78,236.25,14,52.92,returned
1415,7,499,2024-07-24,2024-08-04,2024-08-04,10.01,556.25,11,110.11,returned
1416,7,12,2024-08-05,2024-08-24,2024-08-22,10.01,556.25,17,170.17,returned
1417,656,610,2024-07-19,2024-07-29,2024-07-28,1.48,54.0,9,13.32,returned
1418,656,226,2024-07-29,2024-08-09,2024-08-08,1.48,54.0,10,14.8,returned
1419,1755,531,2024-07-20,2024-07-24,2024-07-24,33.08,1181.25,4,132.32,returned
1420,770,334,2024-07-12,2024-08-06,2024-08-18,2.64,165.0,37,187.68,returned
1421,896,380,2024-07-18,2024-08-04,2024-08-04,11.18,698.75,17,190.06,returned
1422,896,581,2024-08-05,2024-08-20,2024-08-18,11.18,698.75,13,145.34,returned
1423,101,789,2024-07-05,2024-07-17,2024-07-15,5.6,311.25,10,56.0,returned
1424,110,344,2024-07-26,2024-08-03,2024-08-03,3.37,187.5,8,26.96,returned
1425,619,49,2024-07-15,2024-07-27,2024-07-26,1.73,63.0,11,19.03,returned
1426,203,380,2024-07-24,2024-08-02,2024-08-08,1.89,105.0,15,73.35,returned
1427,605,272,2024-07-20,2024-07-29,2024-07-28,2.17,79.0,8,17.36,returned
1428,1825,409,2024-07-06,2024-07-09,2024-07-07,3.96,141.25,1,3.96,returned
1429,245,214,2024-07-24,2024-08-01,2024-07-31,1.44,80.0,7,10.08,returned
1430,245,310,2024-08-01,2024-08-17,2024-08-16,1.44,80.0,15,21.6,returned
1431,932,575,2024-07-17,2024-08-05,2024-08-05,9.98,623.75,19,189.62,returned
1432,932,643,2024-08-06,2024-08-26,,9.98,623.75,90,3170.0,not_returned
1433,1014,515,2024-07-12,2024-07-20,2024-07-20,4.68,216.0,8,37.44,returned
1434,1724,489,2024-07-16,2024-07-20,2024-07-18,3.46,123.75,2,6.92,returned
1435,1779,377,2024-07-12,2024-07-15,2024-07-27,22.16,791.25,15,422.4,returned
1436,504,153,2024-07-18,2024-07-24,2024-07-24,3.35,122.0,6,20.1,returned
1437,504,590,2024-07-25,2024-08-01,2024-07-30,3.35,122.0,5,16.75,returned
1438,1851,358,2024-07-18,2024-07-22,2024-08-05,26.81,957.5,18,587.58,returned
1439,1851,107,2024-08-06,2024-08-08,2024-08-07,26.81,957.5,1,26.81,returned
1440,1235,794,2024-07-19,2024-08-11,2024-08-09,0.35,15.0,21,7.35,returned
1441,1747,357,2024-07-24,2024-07-26,2024-07-25,14.56,520.0,1,14.56,returned
1442,1850,358,2024-07-27,2024-07-28,2024-07-28,29.71,1061.25,1,29.71,returned
1443,1850,441,2024-07-29,2024-07-31,2024-07-31,29.71,1061.25,2,59.42,returned
1444,1850,137,2024-08-01,2024-08-02,2024-08-02,29.71,1061.25,1,29.71,returned
1445,1105,439,2024-07-14,2024-07-22,,11.31,522.0,90,2190.0,not_returned
1446,1253,62,2024-07-07,2024-08-17,,1.59,68.25,90,725.0,not_returned
1447,10,684,2024-07-05,2024-07-14,2024-07-12,8.77,487.5,7,61.39,returned
1448,1090,425,2024-07-06,2024-07-11,2024-07-09,19.27,889.5,3,57.81,returned
1449,179,100,2024-07-12,2024-07-18,2024-07-18,11.14,618.75,6,66.84,returned
1450,798,639,2024-07-07,2024-07-30,2024-07-28,3.54,221.25,21,74.34,returned
1451,994,163,2024-07-10,2024-07-22,,20.61,951.0,90,3620.0,not_returned
1452,1839,456,2024-07-02,2024-07-05,2024-07-05,26.95,962.5,3,80.85,returned
1453,377,234,2024-07-10,2024-07-19,2024-07-17,10.26,513.0,7,71.82,returned
1454,1011,622,2024-07-16,2024-07-24,2024-07-23,10.04,463.5,7,70.28,returned
1455,829,72,2024-07-16,2024-07-26,2024-08-06,8.82,551.25,21,267.72,returned
1456,207,116,2024-07-06,2024-07-29,2024-07-28,10.8,600.0,22,237.6,returned
1457,1515,332,2024-07-19,2024-08-02,2024-08-02,0.61,30.75,14,8.54,returned
1458,201,457,2024-07-18,2024-07-30,2024-08-05,6.55,363.75,18,162.9,returned
1459,1217,133,2024-07-20,2024-08-21,2024-08-20,2.71,116.25,31,84.01,returned
1460,1738,340,2024-07-24,2024-07-28,2024-07-27,3.6,128.75,3,10.8,returned
1461,1738,269,2024-07-28,2024-07-31,2024-07-29,3.6,128.75,1,3.6,returned
1462,1738,522,2024-07-30,2024-08-01,2024-07-31,3.6,128.75,1,3.6,returned
1463,667,389,2024-07-20,2024-07-28,2024-07-27,11.36,710.0,7,79.52,returned
1464,1106,382,2024-07-28,2024-07-30,2024-07-30,13.91,642.0,2,27.82,returned
1465,734,548,2024-07-26,2024-08-09,2024-08-07,11.62,726.25,12,139.44,returned
1466,734,600,2024-08-08,2024-09-03,2024-09-01,11.62,726.25,24,278.88,returned
1467,734,354,2024-09-02,2024-09-19,2024-09-18,11.62,726.25,16,185.92,returned
1468,884,659,2024-07-19,2024-07-20,2024-07-20,9.84,615.0,1,9.84,returned
1469,1752,539,2024-07-16,2024-07-17,2024-07-17,7.67,273.75,1,7.67,returned
1470,595,41,2024-07-21,2024-07-28,2024-07-28,3.46,126.0,7,24.22,returned
1471,595,114,2024-07-29,2024-08-11,2024-08-10,3.46,126.0,12,41.52,returned
1472,143,62,2024-07-27,2024-08-14,2024-08-12,8.91,495.0,16,142.56,returned
1473,570,172,2024-07-18,2024-07-30,2024-08-13,1.79,65.0,26,151.54,returned
1474,66,649,2024-07-11,2024-07-28,2024-07-26,2.81,156.25,15,42.15,returned
1475,1319,332,2024-07-18,2024-08-08,2024-08-12,0.79,33.75,25,31.75,returned
1476,103,615,2024-08-27,2024-09-15,2024-09-13,1.93,107.5,17,32.81,returned
1477,1340,790,2024-08-02,2024-08-06,2024-08-06,0.44,18.75,4,1.76,returned
1478,888,249,2024-08-12,2024-09-08,2024-09-07,3.36,210.0,26,87.36,returned
1479,1370,515,2024-08-18,2024-09-17,2024-09-17,0.89,38.25,30,26.7,returned
1480,1195,278,2024-08-19,2024-08-23,2024-08-23,4.42,204.0,4,17.68,returned
1481,864,11,2024-08-10,2024-09-03,2024-09-01,4.16,260.0,22,91.52,returned
1482,239,742,2024-08-16,2024-09-03,2024-09-03,6.23,346.25,18,112.14,returned
1483,908,304,2024-08-08,2024-08-26,2024-08-26,6.8,425.0,18,122.4,returned
1484,916,753,2024-08-25,2024-09-02,2024-09-02,6.86,428.75,8,54.88,returned
1485,916,435,2024-09-03,2024-09-21,2024-09-19,6.86,428.75,16,109.76,returned
1486,1085,710,2024-08-16,2024-08-22,2024-08-20,8.68,400.5,4,34.72,returned
1487,1804,557,2024-08-01,2024-08-03,2024-08-03,18.83,672.5,2,37.66,returned
1488,185,710,2024-08-24,2024-09-10,2024-09-08,11.18,621.25,15,167.7,returned
1489,1850,796,2024-08-03,2024-08-05,2024-08-04,29.71,1061.25,1,29.71,returned
1490,530,322,2024-08-21,2024-08-30,2024-08-29,3.57,130.0,8,28.56,returned
1491,1172,132,2024-08-28,2024-08-31,2024-08-29,4.32,199.5,1,4.32,returned
1492,1121,282,2024-08-07,2024-08-14,2024-08-13,21.32,984.0,6,127.92,returned
1493,1063,647,2024-08-16,2024-08-28,2024-08-26,8.74,403.5,10,87.4,returned
1494,890,156,2024-08-17,2024-09-10,2024-09-09,10.1,631.25,23,232.3,returned
1495,1011,330,2024-08-14,2024-08-21,2024-08-20,10.04,463.5,6,60.24,returned
1496,1855,530,2024-08-16,2024-08-17,2024-08-17,17.61,628.75,1,17.61,returned
1497,1855,627,2024-08-18,2024-08-20,2024-09-02,17.61,628.75,15,361.65,returned
1498,729,302,2024-08-21,2024-09-18,2024-09-17,9.02,563.75,27,243.54,returned
1499,214,445,2024-08-23,2024-09-11,2024-09-10,10.73,596.25,18,193.14,returned
1500,1755,597,2024-08-20,2024-08-23,2024-09-04,33.08,1181.25,15,586.2,returned
1501,1755,583,2024-09-05,2024-09-08,2024-09-07,33.08,1181.25,2,66.16,returned
1502,770,511,2024-08-23,2024-08-30,2024-08-30,2.64,165.0,7,18.48,returned
1503,673,252,2024-08-05,2024-08-28,2024-08-28,4.38,273.75,23,100.74,returned
1504,924,9,2024-08-13,2024-09-07,2024-09-06,6.6,412.5,24,158.4,returned
1505,924,560,2024-09-07,2024-09-23,2024-09-22,6.6,412.5,15,99.0,returned
1506,871,208,2024-08-04,2024-09-01,2024-08-31,9.86,616.25,27,266.22,returned
1507,871,156,2024-09-01,2024-09-19,2024-09-17,9.86,616.25,16,157.76,returned
1508,1842,699,2024-08-21,2024-08-24,2024-08-24,11.79,421.25,3,35.37,returned
1509,743,306,2024-08-19,2024-09-18,2024-10-02,9.82,613.75,44,537.08,returned
1510,1204,777,2024-08-22,2024-09-29,2024-09-27,2.31,99.0,36,83.16,returned
1511,1678,449,2024-08-10,2024-08-28,2024-08-27,0.56,27.75,17,9.52,returned
1512,1678,527,2024-08-28,2024-09-08,2024-09-06,0.56,27.75,9,5.04,returned
1513,76,440,2024-08-12,2024-08-24,2024-08-23,4.63,257.5,11,50.93,returned
1514,1719,691,2024-08-21,2024-08-24,2024-08-23,2.94,105.0,2,5.88,returned
1515,1266,446,2024-08-28,2024-09-26,2024-09-25,0.77,33.0,28,21.56,returned
1516,1840,411,2024-08-15,2024-08-18,2024-08-18,29.23,1043.75,3,87.69,returned
1517,1840,357,2024-08-26,2024-08-29,2024-08-29,29.23,1043.75,3,87.69,returned
1518,1840,417,2024-08-30,2024-09-01,2024-09-01,29.23,1043.75,2,58.46,returned
1519,1843,497,2024-08-18,2024-08-21,2024-08-20,17.54,626.25,2,35.08,returned
1520,1843,486,2024-08-21,2024-08-23,2024-08-23,17.54,626.25,2,35.08,returned
1521,1843,298,2024-08-24,2024-08-28,2024-08-26,17.54,626.25,2,35.08,returned
1522,1290,764,2024-08-27,2024-09-19,2024-09-19,1.1,47.25,23,25.3,returned
1523,483,293,2024-08-24,2024-09-08,2024-09-07,3.08,112.0,14,43.12,returned
1524,1271,416,2024-08-16,2024-09-02,2024-09-02,2.85,122.25,17,48.45,returned
1525,853,76,2024-08-14,2024-08-26,2024-08-24,9.6,600.0,10,96.0,returned
1526,1014,721,2024-08-17,2024-08-23,2024-08-23,4.68,216.0,6,28.08,returned
1527,1014,143,2024-08-24,2024-08-28,2024-08-26,4.68,216.0,2,9.36,returned
1528,775,245,2024-08-28,2024-09-15,2024-09-13,3.76,235.0,16,60.16,returned
1529,1703,710,2024-08-14,2024-08-18,2024-08-18,4.17,148.75,4,16.68,returned
1530,1140,750,2024-08-14,2024-08-15,2024-08-15,10.07,465.0,1,10.07,returned
1531,1140,333,2024-08-16,2024-08-23,2024-08-22,10.07,465.0,6,60.42,returned
1532,1140,547,2024-08-23,2024-08-28,2024-08-28,10.07,465.0,5,50.35,returned
1533,845,271,2024-08-25,2024-09-09,2024-09-14,11.3,706.25,20,263.5,returned
1534,554,444,2024-08-24,2024-09-11,2024-09-22,3.16,115.0,29,174.14,returned
1535,1337,408,2024-08-16,2024-09-02,2024-09-05,2.24,96.0,20,53.8,returned
1536,1029,16,2024-08-10,2024-08-13,2024-08-12,20.77,958.5,2,41.54,returned
1537,821,521,2024-08-26,2024-09-10,2024-09-08,10.92,682.5,13,141.96,returned
1538,1675,285,2024-08-18,2024-08-31,2024-08-29,0.1,5.25,11,1.1,returned
1539,697,560,2024-08-11,2024-09-09,2024-09-18,8.14,508.75,38,376.82,returned
1540,1087,785,2024-08-07,2024-08-14,2024-08-12,18.39,849.0,5,91.95,returned
1541,1825,64,2024-08-12,2024-08-14,2024-08-25,3.96,141.25,13,133.98,returned
1542,498,363,2024-08-17,2024-08-25,2024-08-24,2.03,74.0,7,14.21,returned
1543,650,390,2024-08-12,2024-08-19,2024-08-18,3.49,127.0,6,20.94,returned
1544,1784,503,2024-08-25,2024-08-27,2024-08-27,20.41,728.75,2,40.82,returned
1545,1301,227,2024-08-13,2024-09-14,2024-09-12,1.51,64.5,30,45.3,returned
1546,1114,253,2024-08-25,2024-09-06,2024-09-06,4.16,192.0,12,49.92,returned
1547,1114,528,2024-09-07,2024-09-14,2024-09-13,4.16,192.0,6,24.96,returned
1548,1200,175,2024-08-01,2024-08-07,2024-08-06,22.39,1033.5,5,111.95,returned
1549,1846,528,2024-08-12,2024-08-15,2024-08-15,32.2,1150.0,3,96.6,returned
1550,1846,37,2024-08-16,2024-08-18,2024-08-17,32.2,1150.0,1,32.2,returned
1551,1875,370,2024-08-18,2024-08-22,2024-08-22,9.31,332.5,4,37.24,returned
1552,1488,196,2024-08-01,2024-08-20,2024-08-18,1.05,52.5,17,17.85,returned
1553,1170,125,2024-08-02,2024-08-06,,7.21,333.0,90,1560.0,not_returned
1554,701,461,2024-08-13,2024-09-13,2024-09-12,2.78,173.75,30,83.4,returned
1555,1454,537,2024-08-11,2024-09-11,2024-09-10,3.03,129.75,30,90.9,returned
1556,1135,291,2024-08-28,2024-09-03,2024-09-17,11.83,546.0,20,306.6,returned
1557,799,26,2024-08-02,2024-08-08,,2.2,137.5,90,1225.0,not_returned
1558,1831,751,2024-08-26,2024-08-30,2024-08-30,20.89,746.25,4,83.56,returned
1559,817,33,2024-08-13,2024-09-23,2024-09-23,11.8,737.5,41,483.8,returned
1560,1169,633,2024-08-10,2024-08-13,2024-08-11,21.61,997.5,1,21.61,returned
